NIT;Fecha de Corte;AÑO;Tipo_empresa;Ingresos Operacionales;Costos de ventas y de prestación de servicios;Otros ingresos;Gastos Operacionales de admon;Otros gastos;Otras ganancias (pérdidas);Ingresos financieros;Costos financieros;Impuesto de renta y complementarios;Gastos Operacionales de venta;Efectivo y equivalentes al efectivo;Clientes CP;Inventarios CP;Otros activos financieros;Propiedad planta y equipo;Deudores LP;Proveedores CP;Obligaciones Financieras CP;Proveedores LP;Obligaciones Financieras LP;Capital Social;Prima de emisión;Reservas;Ganancias acumuladas;Otros Activos Corrientes;Total Activo Corriente;Otros Activos No Corrientes;Total Activo No Corriente;Total Activo;Otros Pasivos Corrientes;Total Pasivo Corriente;Otros pasivos no Corrientes;Total Pasivo No Corriente;Total Pasivo;Otros Patrimonio;Total patrimonio;Total Pasivo mas Patrimonio;Utilidad Bruta;Utilidad Operacional;Otros ingresos o egresos;Utilidad antes de impuestos;Ganancias y pérdidas
890903310;31/12/2020;2020;Plena;312425513;250854076;3623419;22332488;1037045;916444;947349;7258572;5575407;19738109;6725384;106626055;49162019;155607;108835818;1273325;89922176;3489511;0;52942799;221600;950000;185921291;33427476;773438;163442503;9917655;120026798;283469301;9140441;102552128;1451091;54393890;156946018;0;220520367;377466385;61571437;22087214;0;15775991;21351398
890903310;31/12/2020;2019;Plena;294448630;239687107;4563692;20846715;1824499;-549170;470315;8037431;2795626;19767354;5853003;87737571;51168170;6319;111649253;1988436;72188388;2617530;0;73925524;221600;950000;177222036;36857040;1487099;146252162;13868950;127506639;273758801;9144915;83950833;1274332;75199856;159150689;0;215250676;374401365;54761523;16886647;0;9319531;12115157
890903310;31/12/2019;2018;Plena;305368985;266927480;6114977;23081182;1452260;37664024;13149694;20893975;-955218;18301622;3309058;82756026;57584009;31241;97940379;2033279;67142191;9665488;1;66550753;221600;950000;130685224;78761896;1007444;144687778;16396173;116369831;261057609;7712085;84519764;1262974;67813728;152333492;4;210618724;362952216;38441505;1721418;4;-6022859;-6978077
890903436;31/12/2020;2020;Plena;56770857;38549395;238333;2688450;118585;0;171474;60351;382353;11471597;12194457;30987960;10206890;0;7248536;235062;14445699;363518;0;85854;2124149;2115359;11319861;35799262;1078122;54467429;11585890;19069488;73536917;6091234;20900451;2981927;3067781;23968232;0;51358631;75326863;18221462;4181163;0;4292286;4674639
890903436;31/12/2020;2019;Plena;129173991;87673231;2138991;9352205;831772;0;760855;1618692;1167764;30427957;11284293;48624411;15762510;0;11123980;1042564;34258659;1671292;0;2758831;2124149;2115359;14886123;36800169;619700;76290914;15150863;27317407;103608321;5395057;41325008;7984131;10742962;52067970;0;55925800;107993770;41500760;3027817;0;2169980;3337744
890903436;31/12/2019;2018;Plena;122444423;80457152;1391824;8251849;751635;4613594;552722;770329;1118019;34754402;4746350;49814779;13969336;11046;7557852;979360;27626483;122736;1;115465;2124149;2115359;17158331;36605746;446012;68987523;16027406;24564618;93552141;4897082;32646301;7210302;7325768;39972069;21;58003606;97975675;41987271;-378791;4;-596394;521625
890904138;31/12/2020;2020;Plena;157416136;116098541;940753;10253870;894842;-257220;269093;1043567;7026772;1;3078318;61313266;54317234;0;83831112;936571;50859159;8926225;0;4904329;50524328;0;15372784;76302041;941706;119650524;14601382;99369065;219019589;6661262;66446646;11002866;15907195;82353841;0;142199153;224552994;41317595;31109635;0;30335161;37361933
890904138;31/12/2020;2019;Plena;153230946;116257541;4129520;10079134;2766793;443895;275563;1638290;5438211;1;4718241;56532012;44021513;0;78906915;998137;43533174;8606170;0;6484422;50524328;0;5910725;74660780;1070655;106342421;14320777;94225829;200568250;7023610;59162954;9062338;15546760;74709714;0;131095833;205805547;36973405;28256997;0;26894270;32332481
890904138;31/12/2019;2018;Plena;129578345;105944097;7158623;10364016;5100404;1;11374131;12918241;2177560;12215790;1156509;58082824;47035363;1;71370007;1264634;56114237;7214445;1;1;50524328;1;6066142;64822507;798013;107072710;14102463;86737104;193809814;4224889;67553571;11893263;11893265;79446836;4;121412982;200859818;23634248;3112661;4;1568555;3746115
890908649;31/12/2020;2020;Plena;179271677;138593243;0;24169358;0;241245;177758;5747406;1193372;7499797;8666240;50143353;55620047;182772;28641378;1128179;21801430;1026629;0;82280314;1307262;29255728;38262782;15242896;5568711;120181123;6415356;36184913;156366036;6080693;28908752;5905126;88185440;117094192;0;84068668;201162860;40678434;9009279;0;3439631;4633003
890908649;31/12/2020;2019;Plena;191168596;151021282;0;25360718;0;604854;139787;5283611;1205830;7416115;5701562;59953380;58866132;183836;25335935;181971;35753264;23592155;0;49769036;1307262;29255728;33614896;18153821;5657869;130362779;2423012;27940918;158303697;5916871;65262290;6058534;55827570;121089860;0;82331707;203421567;40147314;7370481;0;2226657;3432487
890908649;31/12/2019;2018;Plena;179107262;140064753;1;33442441;908749;1;122916;4984021;-1078873;1;1149311;54620754;61206943;1354617;26703729;551662;36590071;23430000;1;48327694;1307262;29255728;31468883;14060903;6107508;124439133;1073888;28329279;152768412;5975999;65996070;5759626;54087321;120083391;4;76092780;196176171;39042509;4691319;4;-169782;-1248655
890910468;31/12/2020;2020;Pymes;32581872;24319275;538527;2441083;1994244;0;954812;0;958748;1;2652640;6842015;3184443;86903;5569833;0;4348801;2630818;0;4170286;1350000;0;195491;1707131;152237;12918238;284370;5854203;18772441;383098;7362717;1134106;5304392;12667109;3026133;6278755;18945864;8262597;4365796;4;5320612;6279360
890910468;31/12/2020;2019;Pymes;29982032;23724459;175005;1611708;1224547;0;316499;0;441184;1;400779;6244243;4612213;85716;5577603;69473;3922770;2067396;0;4650489;1350000;0;195491;887437;1315249;12658200;249891;5896967;18555167;2154142;8144308;1193544;5844033;13988341;3182179;5615107;19603448;6257573;3596322;4;3912825;4354009
890910468;31/12/2019;2018;Pymes;25317789;20614607;414233;1593431;1041307;1;1;1;398856;1;153310;6327444;4157642;207267;5949350;200000;843558;2113320;5651300;1;1062110;1;195491;-119157;870324;11715987;114529;6263879;17979866;3606462;6563340;1247164;6898465;13461805;3677084;4815529;18277334;4703182;2482676;4;2482680;2881536
890911327;31/12/2020;2020;Plena;61347616;37362208;772688;9100535;323817;0;298176;1911380;2322464;8690317;1606574;33719391;13914805;0;34001115;0;12690272;5318340;0;25462869;2713836;0;2117771;39437756;1014542;50255312;3779816;37780931;88036243;3621855;21630467;2867850;28330719;49961186;0;44269363;94230549;23985408;6643427;0;5030223;7352687
890911327;31/12/2020;2019;Plena;53908954;32270947;1083909;9257054;144470;0;786231;2757992;366236;9832141;396162;30433720;14746846;0;29995128;0;9020567;11241965;0;21839360;2713836;0;3393419;31442648;1705527;47282255;2947341;32942469;80224724;2743664;23006196;1474876;23314236;46320432;0;37549903;83870335;21638007;3488251;0;1516490;1882726
890911327;31/12/2019;2018;Plena;52149630;31063143;446650;8801628;61848;1;148043;2059581;975050;8034497;686246;23099234;18972491;262073;23844104;1;11422332;17180307;1;10463183;2713836;1;3393419;26087061;2331362;45351406;6050294;29894399;75245805;2377901;30980540;2774442;13237626;44218166;4;32194321;76412487;21086487;4635164;4;2723630;3698680
890913183;31/12/2020;2020;Plena;22573307;17818315;265015;3547424;125014;0;0;374176;322355;1;4326815;20051461;0;0;310557;52048;12812158;21102;0;68017;13990;0;5221316;8009308;456761;24835037;3456035;3818640;28653677;3993498;16826758;282864;350881;17177639;0;13244614;30422253;4754992;1347568;0;973392;1295747
890913183;31/12/2020;2019;Plena;24771010;12481263;326784;10750424;231512;-1605628;0;168890;601306;1;427830;13905735;0;0;451349;163648;3765629;77827;0;0;13990;0;5221079;7358270;426864;14760429;3837686;4452683;19213112;4238425;8081881;321234;321234;8403115;0;12593339;20996454;12289747;1634594;0;1465704;2067010
890913183;31/12/2019;2018;Plena;36124977;24179717;1067098;12108186;199621;-5546;540323;1;348872;1;197323;8100333;0;0;789295;96075;1394933;220939;0;110232;13990;0;4330854;8989956;420662;8718318;6962925;7848295;16566613;2248419;3864291;244764;354996;4219287;0;13334800;17554087;11945260;704550;4;1244876;1593748
890913952;31/12/2020;2020;Plena;15291204;14377857;573203;545738;29515;0;223699;170043;168615;559558;599916;8045821;0;0;9870074;0;152938;0;0;0;1400000;10317700;1601446;5268777;887521;9533258;1102093;10972167;20505425;3017414;3170352;757509;757509;3927861;0;18587923;22515784;913347;351739;0;405395;574010
890913952;31/12/2020;2019;Plena;30335368;23688111;490965;581715;364966;0;166831;285255;877693;2775241;414094;7200547;1717422;0;10258178;0;436130;0;0;0;1400000;10317700;1550871;5199371;1686092;11018155;1259759;11517937;22536092;4837310;5273440;839590;839590;6113030;0;18467942;24580972;6647257;3416300;0;3297876;4175569
890913952;31/12/2019;2018;Plena;33346863;26493642;0;6044030;253215;1;583694;822955;279489;0;1044760;9215751;5102850;0;13347778;0;7663049;3449348;0;0;1348850;5068850;1550871;3351367;1900636;17263997;1097478;14445256;31709253;5086419;16198816;1101122;1101122;17299938;5344430;16664368;33964306;6853221;555976;4;316719;596208
890915492;31/12/2020;2020;Pymes;17967566;12270831;80857;3088055;7863;0;710080;841545;486377;1;1470423;4609368;2658304;393796;775052;0;1989046;1888707;0;1717462;190000;1190000;98537;3171901;473049;9604940;177482;952534;10557474;291900;4169653;165869;1883331;6052984;0;4650438;10703422;5696735;2681673;4;2550212;3036589
890915492;31/12/2020;2019;Pymes;19813267;14180049;7786;3058647;22477;0;459971;608357;399729;1;182413;4481504;3348710;8744;900750;0;2297312;1455674;0;1727246;190000;1190000;98537;2182036;314703;8336074;169666;1070416;9406490;221938;3974924;150661;1877907;5852831;0;3660573;9513404;5633218;2559879;4;2411497;2811226
890915492;31/12/2019;2018;Pymes;17661385;12469633;80386;2838805;1;1;310417;493437;333071;1;282140;4236980;3471560;1;969311;1;2418546;1989896;1;1741395;190000;1190000;232774;1527145;401145;8391826;555001;1524313;9916139;211130;4619572;517698;2259094;6878666;4;3139923;10018589;5191752;2433331;4;2250315;2583386
890917018;31/12/2020;2020;Pymes;63115540;49732226;6061618;4384788;6308742;0;0;2258615;666282;1;3086341;13750433;14890688;0;10121014;0;10884842;8357450;411846;7997615;3850000;0;2073408;4520457;3339444;35066906;5695431;15816445;50883351;3171007;22413299;1084674;9494135;31907434;9207992;19651857;51559291;13383314;8751401;4;6492790;7159072
890917018;31/12/2020;2019;Pymes;54378983;43879292;3052857;4074851;2605743;0;0;1901604;226358;1;1641274;15424307;11954786;0;10864190;0;7355368;14982791;411846;5586662;3850000;0;2041928;3358833;3747235;32767602;5707280;16571470;49339072;1895003;24233162;1131851;7130359;31363521;9160815;18411576;49775097;10499691;6871953;4;4970353;5196711
890917018;31/12/2019;2018;Pymes;50452271;41000927;4137734;3871645;3137781;1;148838;1295704;78522;1;2087635;15269081;9044875;1724696;11183141;1;8491450;11975581;412164;5431965;3850000;1;1900653;3245230;1422079;29548366;5750377;16933519;46481885;1136169;21603200;1001844;6845973;28449173;9290828;18286712;46735885;9451344;6579651;4;5432789;5511311
890917295;31/12/2020;2020;Plena;167072282;124752984;4371306;8496814;1410365;-419475;517408;1644216;5414897;16021597;17960984;47329498;40417841;0;54663822;0;25439117;5097326;27625000;0;50146;0;19310399;99471043;228394;105936717;44065265;98729087;204665804;9193422;39729865;9210711;36835711;76565576;46059075;164890663;241456239;42319298;20761828;0;19635020;25049917
890917295;31/12/2020;2019;Plena;163160529;121829459;4175403;8327776;408486;-40842;306996;3439377;5813083;15832570;8833735;46131880;41345555;0;56354295;0;22992056;23837006;5247897;0;50146;3526965;19310399;96308531;161117;96472287;42278712;98633007;195105294;7659964;54489026;8377870;13625767;68114793;39507622;158703663;226818456;41331070;20937641;0;17805260;23618343
890917295;31/12/2019;2018;Plena;146918696;113106205;9458212;7569554;1511878;-974613;1;1194624;4428303;14445005;4704863;46653992;39596004;1;57083266;898467;26960872;32030644;391513;1;50146;3526965;19310399;86557305;153196;91108056;38461834;96443567;187551623;5592409;64583925;8147727;8539241;73123166;38129955;147574770;220697936;33812491;19744266;4;18549647;22977950
890925108;31/12/2020;2020;Plena;315530525;217278365;6598971;9497875;1088672;0;1560582;2701665;22098387;20639963;2532640;105314914;25710571;0;184254976;40950156;56513578;3754163;0;5000000;11426976;1656341;239624984;81066996;1348064;134906189;29730859;254935991;389842180;26262035;86529776;16450104;21450104;107979880;0;333775297;441755177;98252160;73624621;0;72483538;94581925
890925108;31/12/2020;2019;Plena;322354606;238508091;4439491;8497075;1177758;0;2079416;2432768;18341436;19354787;732240;104946759;26237224;0;180725576;622973;57185234;3902738;0;18495869;11426976;1656341;195346424;69657465;1453618;133369841;26976140;208324689;341694530;14194704;75282676;14452756;32948625;108231301;0;278087206;386318507;83846515;59256386;0;58903034;77244470
890925108;31/12/2019;2018;Plena;283275703;214335928;3911049;7227769;1172471;1;586272;3579394;12591166;17291594;1434229;100725096;22254442;1;152565357;759674;33955869;9918378;1;35996720;11426976;1656341;163766046;56671302;1290880;125704648;25587468;178912499;304617147;16767749;60641996;15189618;51186339;111828335;4;233520669;345349004;68939775;47158990;4;44165872;56757038
890925215;31/12/2020;2020;Plena;468950984;346229683;5783046;8374179;41428198;0;587552;10632609;14015405;15480559;4249314;166320050;45459534;0;119926415;1102632;52403046;37297331;0;55485207;7363000;303974;166733512;33929117;437847;216466745;6865813;127894860;344361605;14291943;103992320;16338517;71823724;175816044;10136606;218466209;394282253;122721301;63221411;0;53176354;67191759
890925215;31/12/2020;2019;Plena;415444146;316432750;5212928;7333526;38577755;0;668426;7753728;14230403;15686343;1272845;134973342;71425073;0;123562170;5230796;65861400;64610211;0;60308751;7400000;253000;121803718;39325051;5813893;213485153;7301001;136093967;349579120;6641570;137113181;17513117;77821868;214935049;13782941;182564710;397499759;99011396;42626700;0;35541398;49771801
890925215;31/12/2019;2018;Plena;362048333;273690962;4076937;6909667;35012206;1;1035854;9368450;8936317;14477870;952367;136431558;68968777;1;123877788;6413453;53200863;75880398;1;63293027;7360000;253000;87844816;59301387;1;206352704;5752276;136043517;342396221;7124232;136205493;15540599;78833627;215039120;6394955;161154158;376193278;88357371;36034565;4;27701973;36638290
890927404;31/12/2020;2020;Pymes;22587476;13114289;462947;3268225;147600;0;856271;1099155;560725;1;1788757;2534463;3780566;0;2843180;0;5242095;1443637;0;1399993;25270;0;27273;2492114;169251;8273037;128064;2971244;11244281;1028100;7713832;0;1399993;9113825;0;2544657;11658482;9473187;6520308;4;6277428;6838153
890927404;31/12/2020;2019;Pymes;24776412;15505144;106374;3451630;81828;0;212012;405283;-33663;1;121514;3679094;3273482;0;1730110;0;4901754;1633308;0;660802;25270;0;27273;2099299;507769;7581859;161654;1891764;9473623;125915;6660977;0;660802;7321779;0;2151842;9473621;9271268;5844183;4;5650916;5617253
890927404;31/12/2019;2018;Pymes;24035533;14530271;304733;3473938;87695;1;607548;845912;113523;1;365691;3959574;2970484;1;1798072;1;5076532;599797;1;1;25270;1;27273;2705098;697812;7993562;118180;1916253;9909815;563806;6240135;4;6;6240141;4;2757646;8997787;9505262;6248361;4;6010001;6123524
890932744;31/12/2020;2020;Pymes;15641404;12570853;814081;777420;824036;0;163255;97583;119885;1;2599319;2169075;3312172;47527;98468;0;3930800;289331;0;0;759243;1442932;317321;1697570;512180;8640273;16674;115142;8755415;348192;4568323;83380;83380;4651703;0;4217066;8868769;3070551;2283175;4;2348851;2468736
890932744;31/12/2020;2019;Pymes;19101080;15220630;651880;803637;583369;0;126949;152442;271554;1;2258628;2015046;2915537;45643;96262;0;3253924;227023;0;0;759243;1442932;256586;1466482;461004;7695858;23237;119499;7815357;470727;3951674;46188;46188;3997862;0;3925243;7923105;3880450;3145323;4;3119834;3391388
890932744;31/12/2019;2018;Pymes;16692418;13216232;364030;725966;524392;1;49280;138938;207978;1;818075;2344913;4057213;43976;105756;0;3896915;240322;0;0;812500;1389674;256587;859135;539898;7804075;22187;127943;7932018;555664;4692901;11555;11555;4704456;0;3317896;8022352;3476186;2589857;4;2500203;2708181
890934641;31/12/2020;2020;Pymes;6651076;3853825;8901;306427;186271;0;0;109219;0;1;381018;2807642;1044536;0;1988874;0;3278597;2614919;0;0;190000;0;332380;-481414;279267;4512463;448375;2437249;6949712;1093315;6986831;0;0;6986831;1585;42551;7029382;2797251;2313453;4;2204238;2204238
890934641;31/12/2020;2019;Pymes;6460461;5149796;192969;346446;530176;0;0;96038;-438997;1;21763;2915588;1187471;0;2013808;0;3321919;2619385;0;0;190000;0;332380;-394946;294103;4418925;438628;2452436;6871361;933890;6875194;0;0;6875194;1585;129019;7004213;1310665;627011;4;530977;91980
890934641;31/12/2019;2018;Pymes;7347344;5994329;129464;558698;123350;1;1;355290;1;1;131278;3083674;2042254;1;2024009;1;3241139;2614513;1;1;190000;1;332380;358899;29475;5286682;8;2024018;7310700;705305;6560957;43806;43808;6604765;1588;882868;7487633;1353015;800430;4;445145;445146
890935493;31/12/2020;2020;Pymes;48489181;30164431;9174521;5434821;3236964;0;0;13883519;10405;1;5115361;11856029;9117579;6394;53652539;0;13844825;160191;12095510;39584;74791200;0;5000;-22607117;1496796;27592159;20715;53673254;81265413;3629238;17634254;301868;12436962;30071216;0;52189083;82260299;18324750;18827485;4;4943970;4954375
890935493;31/12/2020;2019;Pymes;41834372;26809166;2757283;5011203;2483492;0;0;2846639;678567;1;1743933;7630136;8491801;17000;48335089;4175;21540517;367896;20894391;122611;34388000;0;5000;-11686725;1866191;19749061;19515;48358779;68107840;3201788;25110201;325687;21342689;46452890;0;22706275;69159165;15025206;10287793;4;7441158;8119725
890935493;31/12/2019;2018;Pymes;27979463;17837217;654975;4167739;2019385;1;1;2488104;-565665;1;3955942;4387060;5831085;1;39245921;170783;22054241;389717;10403233;438136;22521800;1;5000;-3120239;885648;15059736;295629;39712333;54772069;2959781;25403739;4;10841373;36245112;4;19406566;55651678;10142246;4610096;4;2121997;1556332
890938020;31/12/2019;2019;Plena;67904526;58013135;402711;2138854;1643425;1;1;126853;299192;5253073;11002601;20130264;14068780;1;530145;41670;16446512;26324790;1;1;9438509;1;1490430;3577422;2512234;47713880;898289;1470104;49183984;888166;43659468;4;6;43659474;788;14507150;58166624;9891391;1258750;4;1131902;1431094
890938020;31/12/2019;2018;Plena;97100463;83277611;26931;2057721;1652992;1;1;270467;592302;7236046;1879924;28568028;14793159;1;588853;43958;25256899;36147972;1;1;9438509;1;1490430;2744717;13184158;58425270;639306;1272117;59697387;864056;62268927;351094;351096;62620023;788;13674445;76294468;13822852;2903024;4;2632562;3224864
890941912;31/12/2020;2020;Pymes;17345777;13606276;324261;1905500;13836;0;0;41954;494521;1;2987445;2683836;1207253;0;1677290;0;1497733;0;0;0;4000;0;4664045;1105850;13858;6892392;2;1677292;8569684;373516;1871249;0;0;1871249;0;5773895;7645144;3739501;2144425;4;2102475;2596996
890941912;31/12/2020;2019;Pymes;17712158;14295259;110235;1837417;14052;0;0;25907;160990;1;1039756;3107703;967373;0;1808351;0;970259;0;0;0;4000;0;3681249;973747;16971;5131803;2;1808353;6940156;256203;1226462;0;0;1226462;0;4658996;5885458;3416899;1675664;4;1649761;1810751
890941912;31/12/2019;2018;Pymes;14436308;11778948;73911;1432899;46949;1;1;4320;300062;1;788383;1794528;1430301;1;1737323;1;774288;1;1;1;4000;1;1575107;2114900;587406;4600619;9;1737333;6337952;468372;1242661;306845;306847;1549508;4;3694012;5243520;2657360;1251422;4;1247107;1547169
891400378;31/12/2020;2020;Plena;533697037;407699806;42357838;19175783;38134154;3165667;0;15607037;8806864;47716564;22656604;85163765;58846267;0;385680417;38495837;94845848;88865933;33740959;75792504;4104357;0;1811399;104252649;25481295;192147931;3973379;428149633;620297564;31889872;215601653;66704743;176238206;391839859;138143663;248312068;640151927;125997231;63328568;2153989;49875520;58682384
891400378;31/12/2020;2019;Plena;419147776;356799031;27115528;17981395;18708505;763287;0;12038043;1572205;41633607;8063100;53370434;43653916;0;381122452;32379296;76594471;41153415;59316464;99969714;4104357;0;941169;55446214;27649451;132736901;5599671;419101419;551838320;23518863;141266749;67529460;226815638;368082387;142725950;203217690;571300077;62348745;11140766;76776;-820501;751704
891400378;31/12/2019;2018;Plena;397495380;316445175;21690283;17135454;14618090;1;1;12382759;-179179;61456902;7237527;48156726;35153835;1889952;340400691;27330258;79289934;37379345;41314706;51485681;4104357;1;1019497;52253697;18287042;110725082;5147062;372878011;483603093;20646128;137315407;68362171;161162558;298477965;147557641;204935193;503413158;81050205;9530042;618272;-2234444;-2413623
891400754;31/12/2020;2020;Plena;134677163;106009889;1661554;2661504;534617;0;6050954;10939216;2239710;1;15553474;34875198;6620113;9073534;73109195;0;11357521;29984310;0;29164853;13758000;0;4912222;41480122;152109;66274428;2832463;75941658;142216086;4841267;46183098;6008245;35173098;81356196;0;60150344;141506540;28667274;27132706;0;22244444;24484154
891400754;31/12/2020;2019;Plena;126856759;98986172;1618775;2783776;440649;0;3721015;6855765;1858480;1;9077699;31334948;16451378;9628720;70258110;0;16156836;24089598;0;33857980;13758000;0;4427107;37074284;156598;66649343;2444374;72702484;139351827;2279928;42526362;6334570;40192550;82718912;0;55259391;137978303;27870587;26264936;0;23130186;24988666
891400754;31/12/2019;2018;Plena;107182272;82558942;386638;1978058;663008;-2155440;1725932;5265560;1140157;14656305;8451338;30785464;14606565;6380674;65002786;1;17175768;14622108;1;37573851;13758000;1;4114522;29552760;110791;60334832;2224504;67227291;127562123;2655305;34453181;6039864;43613716;78066897;4;47425287;125492184;24623330;7712597;4;4172973;5313130
892200994;31/12/2020;2020;Pymes;30478247;22529175;68342;3164731;302491;0;0;851055;314576;1;386381;4211081;8246959;0;7197700;0;5907545;3782928;0;4535460;1320012;0;566787;4897271;3372467;16216888;2;7197702;23414590;1367093;11057566;1149424;5684884;16742450;0;6784070;23526520;7949072;4550191;4;3699140;4013716
892200994;31/12/2020;2019;Pymes;33274173;24118722;79654;3766900;65478;0;0;998762;282148;1;158237;7281900;8089336;0;9059962;0;7172573;4664871;0;5123158;1320012;0;566787;4587707;1288021;16817494;2;9059964;25877458;1434108;13271552;1126156;6249314;19520866;0;6474506;25995372;9155451;5402726;4;4403968;4686116
892200994;31/12/2019;2018;Pymes;32811692;24885541;342059;3245588;16614;1;60877;919611;498653;1;90660;6884307;7045010;1;8331269;1;7374940;3665583;0;4442741;1320012;1;566787;4135034;1540105;15560083;9;8331279;23891362;1216808;12257331;1169451;5612192;17869523;4;6021838;23891361;7926151;5006007;4;4147277;4645930
900007650;31/12/2019;2019;Plena;128845409;78403922;378382;17362339;1;1;121892;1;5742224;19214958;46460983;30140166;19147982;1;23651752;1;20757168;697008;1;1234775;350001;55490245;175000;44524722;2;95749134;12159085;35810838;131559972;8482500;29936676;4;1234780;31171456;3083152;103623120;134794576;50441487;14242571;4;14364466;20106690
900007650;31/12/2019;2018;Plena;131763696;82872761;764725;18666263;1;1;633484;1;4831225;19846732;28308531;37201928;23775483;1;23373700;1;26802705;1;1;1;350001;55490245;175000;35902482;2;89285945;12636178;36009879;125295824;5888346;32691052;4;6;32691058;3083152;95000880;127691938;48890935;11142664;4;11776151;16607376
900052603;31/12/2020;2020;Pymes;3836212;3116507;0;117426;395001;0;0;0;66329;1;25954;1134043;768171;0;794535;0;1320697;15979;0;511778;80000;0;40000;800883;46634;1974802;2;794537;2769339;0;1336676;0;511778;1848454;0;920883;2769337;719705;207277;4;207281;273610
900052603;31/12/2020;2019;Pymes;3930484;3287117;0;182330;241704;0;0;0;70186;1;27999;1495695;650456;0;624450;0;1239241;14011;0;561726;80000;0;40000;905678;42056;2216206;2;624452;2840658;0;1253252;0;561726;1814978;0;1025678;2840656;643367;219332;4;219336;289522
900052603;31/12/2019;2018;Pymes;4179080;3599087;0;175656;182817;0;0;0;53409;1;31864;720566;1294900;0;509310;0;1115211;37106;0;477792;80000;0;40000;856531;50000;2097330;2;509312;2606642;1;1152318;0;477792;1630110;0;976531;2606641;579993;221519;4;221523;274932
900054587;31/12/2020;2020;Pymes;10560568;8427500;58917;609049;0;0;0;54134;192518;1;371540;106726;527433;0;1839303;0;865464;0;0;0;40000;0;60534;1879005;1;1005700;2;1839305;2845005;0;865464;0;0;865464;0;1979539;2845003;2133068;1582935;4;1528805;1721323
900054587;31/12/2020;2019;Pymes;11118804;8626987;55767;1034161;88670;0;0;480648;147467;1;162136;17600;1389485;480192;1620439;0;1265902;0;0;0;40000;0;60534;2164908;21133;2070546;2;1620441;3690987;159641;1425543;0;0;1425543;0;2265442;3690985;2491817;1424752;4;944108;1091575
900054587;31/12/2019;2018;Pymes;11662859;9552707;48831;1010222;99869;1;1;78822;146339;1;88493;290351;1235434;1;904128;1;374149;230;1;1;40000;1;60534;2172439;209401;1823680;1083;905212;2728892;81532;455911;4;6;455917;4;2272978;2728895;2110152;1048891;4;970074;1116413
900056795;31/12/2020;2020;Pymes;9739074;7404251;32159;372442;44426;0;0;0;337616;1;1178468;382048;2182008;0;817700;0;1000655;0;0;0;280000;0;140000;2734272;0;3742524;61531;879231;4621755;469884;1470539;91500;91500;1562039;0;3154272;4716311;2334823;1950113;4;1950117;2287733
900056795;31/12/2020;2019;Pymes;8530829;6556958;25816;376355;31861;0;0;0;260595;1;744257;568521;1848741;0;608294;0;576028;0;0;0;280000;0;140000;2532768;0;3161519;72342;680636;3842155;271497;847525;97076;97076;944601;0;2952768;3897369;1973871;1591470;4;1591474;1852069
900112215;31/12/2020;2020;Pymes;6510455;4639301;38438;395996;78942;0;2994;169397;25637;1;90127;1831831;1893949;0;438939;0;2180100;22465;0;304784;1717000;0;0;-391347;3738;3819645;2;438941;4258586;200448;2403013;0;304784;2707797;0;1325653;4033450;1871154;1434653;4;1268254;1293891
900112215;31/12/2020;2019;Pymes;5766302;4107222;28965;227855;118923;0;4983;69877;2931;1;46484;1382924;1238406;0;476439;0;1610367;2611;0;100000;1200000;0;0;-396206;8513;2676327;2;476441;3152768;156169;1769147;0;100000;1869147;0;803794;2672941;1659080;1341266;4;1276376;1279307
900112215;31/12/2019;2018;Pymes;5282061;3669655;41524;347687;112987;1;8223;62542;6097;1;37041;1210544;814058;1;316525;1;1358672;18278;1;1;1200000;1;1;-425012;71614;2133258;9;316535;2449793;142626;1519576;4;6;1519582;4;774994;2294576;1612406;1193255;4;1138940;1145037
900187140;31/12/2020;2020;Pymes;6212421;2336029;63205;970855;40115;0;0;106299;272010;1;124076;1103324;245693;0;1147104;0;1125780;317622;52502;79963;130000;0;268677;721133;0;1473093;261991;1409095;2882188;186509;1629911;0;132465;1762376;0;1119810;2882186;3876392;2928626;4;2822331;3094341
900187140;31/12/2020;2019;Pymes;5094088;1368230;59367;1036364;32679;0;0;117700;294767;1;8556;1597617;186087;0;351192;0;683913;241095;0;136486;130000;0;268677;545656;0;1792260;75509;426701;2218961;213132;1138140;0;136486;1274626;0;944333;2218959;3725858;2716181;4;2598485;2893252
900187140;31/12/2019;2018;Pymes;5220179;1840040;116691;1023224;131522;1;1;1;261035;1;57099;1782862;228994;1;458407;1;881339;107192;1;353777;130000;1;496015;416453;2;2068958;75283;533691;2602649;217865;1206396;4;353782;1560178;4;1042473;2602651;3380139;2342083;4;2342087;2603122
900239001;31/12/2019;2019;Plena;233431636;137692177;114057;17868409;81956;1;220244;28322;11936594;16421788;3141215;56560460;26562854;442607;124100626;444801;17548912;1;1;1;21500000;59450000;37112726;58987953;1236016;87943152;54168;124599595;212542747;7044140;24593053;12641414;12641416;37234469;4;177050683;214285152;95739459;61481363;4;61673289;73609883
900239001;31/12/2019;2018;Plena;153159752;114558879;649978;13011842;23105;1;1321251;731510;2866510;12343662;3581400;13173547;24112784;106998;128933985;4011215;11078601;1;1;1;21500000;59450000;51878990;20846735;3362535;44337264;101251;133046451;177383715;2647977;13726579;11453804;11453806;25180385;4;153675729;178856114;38600873;13872242;4;14461987;17328497
